Name,Year,Genre,Publisher,Sales North America,Sales Europe,Sales Japan,Sales other regions,Sales worldwide,Platform,Console Developer
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.67,Nintendo Wii,Nintendo
Taiko no Tatsujin Wii,2008,Misc,Namco Bandai Games,0.0,0.0,0.67,0.0,0.67,Nintendo Wii,Nintendo
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,Personal Computer,Various
Virtua Tennis: World Tour (US & Others sales),2005,Sports,Sega,0.16,0.36,0.0,0.14,0.67,PlayStation Portable,Sony
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,PlayStation 4,Sony
Ratatouille,2007,Action,THQ,0.22,0.28,0.0,0.16,0.67,PlayStation Portable,Sony
RIFT,2011,Role-Playing,Unknown,0.44,0.16,0.0,0.07,0.67,Personal Computer,Various
Wild ARMs 2,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67,PlayStation,Sony
Summer Sports: Paradise Island (Others sales),2008,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67,Nintendo Wii,Nintendo
Castlevania: Lords of Shadow,2010,Action,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67,Xbox 360,Microsoft
BioShock Infinite,2013,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,Personal Computer,Various
Minecraft: Story Mode,2015,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67,PlayStation 4,Sony
TV Show King Party,2008,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67,Nintendo Wii,Nintendo
Crafting Mama,2010,Simulation,505 Games,0.4,0.21,0.01,0.05,0.67,Nintendo DS,Nintendo
007: Quantum of Solace,2008,Action,Activision,0.3,0.29,0.01,0.07,0.67,Nintendo Wii,Nintendo
Rock Band 3,2010,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67,Nintendo Wii,Nintendo
Command & Conquer: Red Alert 3,2008,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,Personal Computer,Various
The Fairly Odd Parents: Breakin Da Rules,2003,Platform,THQ,0.33,0.25,0.0,0.09,0.67,PlayStation 2,Sony
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,0.33,0.2,0.0,0.14,0.67,PlayStation Portable,Sony
Peppa Pig: Fun and Games,2010,Misc,Ubisoft,0.0,0.58,0.0,0.09,0.67,Nintendo DS,Nintendo
Adventures of Tron,1981,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,Atari 2600,Atari
Phoenix Wright: Ace Attorney - Trials and Tribulations,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,Nintendo DS,Nintendo
NHL 13,2012,Sports,Electronic Arts,0.51,0.11,0.0,0.05,0.67,Xbox 360,Microsoft
Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67,PlayStation 3,Sony
The Sims 3: High-End Loft Stuff,2010,Simulation,Electronic Arts,0.01,0.53,0.0,0.12,0.67,Personal Computer,Various
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,Nintendo DS,Nintendo
Pro Pinball: Big Race USA,1999,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,PlayStation,Sony
NFL Street,2004,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,Xbox,Microsoft
Shaun White Snowboarding,2008,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66,PlayStation 3,Sony
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.23,0.03,0.06,0.66,Nintendo Wii U,Nintendo
Tony Hawk's Proving Ground,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66,PlayStation 2,Sony
MLB 2004,2003,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,PlayStation 2,Sony
Naruto Shippuden: Ultimate Ninja 4,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,PlayStation 2,Sony
Tiger Woods PGA Tour 2000,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,PlayStation,Sony
Darkstone,2001,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,PlayStation,Sony
NCAA March Madness 2003,2002,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,PlayStation 2,Sony
Finding Nemo,2003,Action,THQ,0.48,0.16,0.0,0.02,0.66,Xbox,Microsoft
Thrillville,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,PlayStation 2,Sony
NHL 10,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,Xbox 360,Microsoft
Jikkyou World Soccer 2000 Final Edition,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,PlayStation 2,Sony
Madagascar,2005,Platform,Activision,0.52,0.13,0.0,0.02,0.66,GameCube,Nintendo
Puzzler Brain Games,2012,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,Nintendo Wii,Nintendo
Dragon Quest Monsters: Caravan Heart,2003,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,Game Boy Advance,Nintendo
Strawberry Shortcake: Summertime Adventure,2004,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,Game Boy Advance,Nintendo
Rayman Legends,2013,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66,PlayStation 3,Sony
Rocksmith 2014,2013,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,Personal Computer,Various
Street Fighter Anniversary Collection,2004,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,PlayStation 2,Sony
Legend of Legaia,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,PlayStation,Sony
Napoleon: Total War,2010,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,Personal Computer,Various
Fist of the North Star: Ken's Rage,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66,PlayStation 3,Sony
Wario: Master of Disguise,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,Nintendo DS,Nintendo
Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios,0.27,0.25,0.0,0.14,0.66,PlayStation Portable,Sony
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,GameCube,Nintendo
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,PlayStation 3,Sony
Keystone Kapers,1982,Action,Activision,0.62,0.04,0.0,0.01,0.66,Atari 2600,Atari
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66,PlayStation Vita,Sony
New Play Control! Pikmin,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,Nintendo Wii,Nintendo
Shrek: Hassle at the Castle,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,Game Boy Advance,Nintendo
Suikoden IV,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,PlayStation 2,Sony
Gods Eater Burst,2010,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,PlayStation Portable,Sony
Disney's Kim Possible 2: Drakken's Demise,2004,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,Game Boy Advance,Nintendo
Um Jammer Lammy,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,PlayStation,Sony
Brothers In Arms: Road to Hill 30,2005,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,Xbox,Microsoft
Madden NFL 10,2009,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,PlayStation Portable,Sony
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,0.23,0.27,0.0,0.16,0.66,PlayStation Portable,Sony
Taiko no Tatsujin DS: Touch de Dokodon!,2007,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,Nintendo DS,Nintendo
F1 2015,2015,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66,PlayStation 4,Sony
Scene It? Box Office Smash,2008,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.66,Xbox 360,Microsoft
Animaniacs Ten Pin Alley,1998,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,PlayStation,Sony
Disney Infinity 2.0: Marvel Super Heroes,2014,Action,Disney Interactive Studios,0.38,0.22,0.0,0.06,0.65,Nintendo Wii U,Nintendo
NHL 13,2012,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,PlayStation 3,Sony
Kung Fu Panda,2008,Action,Activision,0.24,0.0,0.0,0.41,0.65,PlayStation 2,Sony
Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65,PlayStation 3,Sony
The Evil Within,2014,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,Xbox One,Microsoft
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,Xbox 360,Microsoft
Radiata Stories,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,PlayStation 2,Sony
F-Zero GX,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,GameCube,Nintendo
Disney's Chicken Little,2005,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,PlayStation 2,Sony
Wall-E,2008,Platform,THQ,0.29,0.22,0.0,0.14,0.65,PlayStation Portable,Sony
Yoshi Topsy-Turvy,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,Game Boy Advance,Nintendo
Up,2009,Action,THQ,0.31,0.28,0.0,0.07,0.65,Nintendo DS,Nintendo
Monster Jam: Maximum Destruction,2002,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,PlayStation 2,Sony
Real Heroes: Firefighter,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,Nintendo Wii,Nintendo
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,2005,Misc,THQ,0.47,0.17,0.0,0.01,0.65,Game Boy Advance,Nintendo
World of Dragon Warrior - Torneko: The Last Hope,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,PlayStation,Sony
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,Nintendo DS,Nintendo
MLB 14: The Show,2014,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.07,0.65,PlayStation 4,Sony
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,Xbox 360,Microsoft
Advance Wars 2: Black Hole Rising,2003,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,Game Boy Advance,Nintendo
Fire Emblem: Shadow Dragon,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,Nintendo DS,Nintendo
Centipede,1998,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,PlayStation,Sony
Drakengard,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,PlayStation 2,Sony
SingStar Pop Hits,2007,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,PlayStation 2,Sony
Kung-Fu Master,1987,Action,Activision,0.6,0.04,0.0,0.01,0.65,Atari 2600,Atari
Champions: Return to Arms,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,PlayStation 2,Sony
Harry Potter and the Goblet of Fire,2005,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,PlayStation 2,Sony
SingStar R&B,2007,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,PlayStation 2,Sony
Mary-Kate and Ashley: Magical Mystery Mall,2000,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,PlayStation,Sony
MX vs. ATV Untamed,2007,Racing,THQ,0.35,0.18,0.0,0.12,0.65,PlayStation Portable,Sony
Disney Sing It: Party Hits,2010,Misc,Disney Interactive Studios,0.5,0.11,0.0,0.05,0.65,Nintendo Wii,Nintendo
Dead or Alive 5,2012,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65,PlayStation 3,Sony
Star Ocean: First Departure,2007,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65,PlayStation Portable,Sony
Super Robot Taisen Impact,2002,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,PlayStation 2,Sony
Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,0.65,PlayStation 3,Sony
The Black Eyed Peas Experience,2011,Misc,Ubisoft,0.39,0.2,0.0,0.06,0.65,Nintendo Wii,Nintendo
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,2008,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,Nintendo DS,Nintendo
Sengoku Basara: Samurai Heroes,2010,Action,Capcom,0.17,0.04,0.4,0.03,0.65,PlayStation 3,Sony
Crysis 3,2013,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,Personal Computer,Various
Paws & Claws: Pet Vet,2007,Simulation,THQ,0.6,0.0,0.0,0.05,0.64,Nintendo DS,Nintendo
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,PlayStation 2,Sony
Crash Bandicoot Purple: Ripto's Rampage,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,Game Boy Advance,Nintendo
Diablo III,2014,Role-Playing,Activision,0.35,0.24,0.0,0.05,0.64,Xbox One,Microsoft
Spyro: A Hero's Tail,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,PlayStation 2,Sony
Crash of the Titans,2007,Action,Vivendi Games,0.25,0.25,0.0,0.15,0.64,PlayStation Portable,Sony
Aliens: Colonial Marines,2013,Shooter,Sega,0.2,0.31,0.0,0.13,0.64,PlayStation 3,Sony
Crash: Twinsanity,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,PlayStation 2,Sony
Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,Xbox,Microsoft
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,Xbox 360,Microsoft
GoldenEye: Rogue Agent,2004,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,PlayStation 2,Sony
NBA 2K17,2016,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07,0.64,Xbox One,Microsoft
Lost Planet: Extreme Condition,2008,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64,PlayStation 3,Sony
XCOM: Enemy Unknown,2012,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64,Xbox 360,Microsoft
Rayman 3D,2011,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,Nintendo 3DS,Nintendo
LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.29,0.0,0.1,0.64,PlayStation 4,Sony
James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,Xbox,Microsoft
X2: Wolverine's Revenge,2003,Platform,Activision,0.31,0.24,0.0,0.08,0.64,PlayStation 2,Sony
Stuntman: Ignition,2007,Racing,THQ,0.25,0.32,0.0,0.07,0.64,Xbox 360,Microsoft
NBA Live 06,2005,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,Xbox,Microsoft
Dragon Age II,2011,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,Personal Computer,Various
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.55,0.04,0.0,0.05,0.64,Xbox 360,Microsoft
Tom Clancy's Rainbow Six,1999,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,Nintendo 64,Nintendo
Castlevania,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,Nintendo 64,Nintendo
Rayman 2: The Great Escape,1999,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,Nintendo 64,Nintendo
The Lord of the Rings: Conquest,2009,Action,Electronic Arts,0.37,0.21,0.0,0.06,0.64,Xbox 360,Microsoft
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,Xbox,Microsoft
Onimusha: Dawn of Dreams,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,PlayStation 2,Sony
NieR,2010,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64,PlayStation 3,Sony
The Princess and the Frog,2009,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64,Nintendo DS,Nintendo
Sega Rally Revo,2007,Racing,Sega,0.07,0.43,0.0,0.14,0.64,PlayStation 3,Sony
Gravity Rush,2012,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64,PlayStation Vita,Sony
Konami Collector's Series: Arcade Advanced,2002,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,Game Boy Advance,Nintendo
White Knight Chronicles II,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64,PlayStation 3,Sony
Wolfenstein,2009,Shooter,Activision,0.25,0.28,0.0,0.11,0.64,PlayStation 3,Sony
Jampack Volume 13 (RP-T),2005,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,PlayStation 2,Sony
LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0.0,0.1,0.64,PlayStation 4,Sony
Start the Party!,2010,Misc,Sony Computer Entertainment,0.07,0.42,0.0,0.14,0.64,PlayStation 3,Sony
Cruis'n World,1998,Racing,Nintendo,0.59,0.04,0.0,0.01,0.64,Nintendo 64,Nintendo
Madden NFL 2001,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,Nintendo 64,Nintendo
NBA Live 08,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64,PlayStation 3,Sony
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.46,0.12,0.0,0.05,0.64,Xbox 360,Microsoft
Donkey Kong Barrel Blast,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64,Nintendo Wii,Nintendo
Okami,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64,Nintendo Wii,Nintendo
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,Activision,0.31,0.24,0.0,0.08,0.64,PlayStation 2,Sony
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64,PlayStation 3,Sony
Family Feud: 2010 Edition,2009,Misc,Ubisoft,0.59,0.0,0.0,0.04,0.64,Nintendo Wii,Nintendo
Red Steel 2,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,Nintendo Wii,Nintendo
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,PlayStation 2,Sony
Nightmare Creatures,1997,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,PlayStation,Sony
SingStar Queen,2009,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,PlayStation 2,Sony
Just Dance 2015,2014,Misc,Ubisoft,0.41,0.16,0.0,0.06,0.63,Xbox 360,Microsoft
F1 2013,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63,PlayStation 3,Sony
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,Xbox 360,Microsoft
Tony Hawk's Pro Skater 2x,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,Xbox,Microsoft
Sim Theme Park,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,PlayStation,Sony
FIFA Soccer 2003,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,Xbox,Microsoft
Ghostbusters: The Video Game,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,Xbox 360,Microsoft
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,PlayStation 2,Sony
Tony Hawk's Project 8,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63,PlayStation 3,Sony
Dogz,2004,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,Game Boy Advance,Nintendo
Disney Universe,2011,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63,PlayStation 3,Sony
Guitar Hero: Metallica,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.63,PlayStation 3,Sony
Iron Man,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,PlayStation Portable,Sony
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,Nintendo 3DS,Nintendo
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,Nintendo DS,Nintendo
A Bug's Life,1998,Platform,Activision,0.49,0.13,0.0,0.01,0.63,Nintendo 64,Nintendo
Super Castlevania IV,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,Super Nintendo Entertainment System,Nintendo
DJ Hero 2,2010,Misc,Activision,0.49,0.09,0.0,0.04,0.63,Nintendo Wii,Nintendo
Angry Birds Trilogy,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,Nintendo 3DS,Nintendo
Condemned 2: Bloodshot,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,Xbox 360,Microsoft
Cabela's Big Game Hunter (2008),2007,Sports,Activision,0.58,0.0,0.0,0.05,0.63,Nintendo Wii,Nintendo
Mobile Suit Z Gundam: AEUG vs. Titans,2003,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,PlayStation 2,Sony
Just Dance 3,2011,Misc,Ubisoft,0.33,0.21,0.0,0.09,0.63,PlayStation 3,Sony
Call of Duty: Black Ops,2010,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,Nintendo DS,Nintendo
God of War III,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63,PlayStation 4,Sony
Ape Escape 2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,PlayStation 2,Sony
Metroid Prime: Trilogy,2009,Shooter,Nintendo,0.43,0.05,0.0,0.14,0.63,Nintendo Wii,Nintendo
X-Man,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,Atari 2600,Atari
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,Xbox 360,Microsoft
The Sims 3: Generations,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,Personal Computer,Various
The Crew,2014,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63,Xbox One,Microsoft
Battle of Giants: Dragons,2009,Strategy,Ubisoft,0.31,0.25,0.0,0.06,0.63,Nintendo DS,Nintendo
Dragon Quest Monsters Joker 3,2016,Role-Playing,Square Enix,0.0,0.0,0.63,0.0,0.63,Nintendo 3DS,Nintendo
Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.2,0.37,0.0,0.06,0.63,Xbox 360,Microsoft
Shin Megami Tensei: Persona 3 FES,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,PlayStation 2,Sony
FIFA Soccer 2002,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,PlayStation 2,Sony
Shin Megami Tensei: Persona 3 Portable,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63,PlayStation Portable,Sony
Final Fantasy VII International,1997,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,PlayStation,Sony
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63,Xbox 360,Microsoft
Okami,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,PlayStation 2,Sony
NHL 2001,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,PlayStation,Sony
World of Zoo,2009,Simulation,THQ,0.41,0.16,0.0,0.05,0.63,Nintendo Wii,Nintendo
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0.0,0.06,0.63,Xbox One,Microsoft
Wet,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,PlayStation 3,Sony
MySims Racing,2009,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,Nintendo DS,Nintendo
Buzz Lightyear of Star Command,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63,PlayStation,Sony
Namco Museum,2002,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,GameCube,Nintendo
Nobunaga no Yabou: Haouden,1993,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,Super Nintendo Entertainment System,Nintendo
Virtua Cop,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,Sega Saturn,Sega
Tony Hawk's American Wasteland,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,Xbox,Microsoft
WWF in Your House,1996,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,PlayStation,Sony
Prince of Persia: The Forgotten Sands,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,Xbox 360,Microsoft
Vanquish,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.62,PlayStation 3,Sony
Wild ARMs 3,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,PlayStation 2,Sony
NBA ShootOut '97,1997,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,PlayStation,Sony
Sacred 2: Fallen Angel,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,PlayStation 3,Sony
Madden NFL 07,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,GameCube,Nintendo
Far Cry 4,2014,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,Personal Computer,Various
Battlezone,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,Atari 2600,Atari
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,Xbox,Microsoft
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,Nintendo 3DS,Nintendo
Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62,PlayStation 3,Sony
Evolve,2015,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,Xbox One,Microsoft
Tak 2: The Staff of Dreams,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,PlayStation 2,Sony
Dead Island: Riptide,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,PlayStation 3,Sony
Warriors Orochi 3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,PlayStation 3,Sony
Bolt,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,Nintendo DS,Nintendo
Viewtiful Joe,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,GameCube,Nintendo
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,Game Boy Advance,Nintendo
Beetle Adventure Racing!,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,Nintendo 64,Nintendo
